-BEGIN HEADER-,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,
Dates (month/day/year): 01/01/2021 through 12/31/2021 ,,,,,,,
Location: Latitude  25.4205   Longitude 46.126 ,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 640.23 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
Parameter(s): ,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS10M,WD50M
2021,7,20,17,176.59,41.48,4.74,349.93
2021,7,20,18,23.59,37.51,3.2,348.68
2021,7,20,19,0,35.76,3.33,350.03
2021,7,20,20,0,34.91,3.21,355.6
2021,7,20,21,0,34.26,2.88,7.52
2021,7,20,22,0,33.78,2.48,23.11
2021,7,20,23,0,33.23,2.21,34.27
2021,7,21,0,0,32.75,1.95,45.64
2021,7,21,1,0,32.32,1.75,56.45
2021,7,21,2,0,32.02,1.6,60.11
2021,7,21,3,0,32.05,1.32,61.13
2021,7,21,4,0,32.16,0.95,78.36
2021,7,21,5,21.85,31.85,1.02,139.99
2021,7,21,6,165.73,33.23,1.76,170.7
2021,7,21,7,378.48,35.93,2.63,173.32
2021,7,21,8,594.23,39.75,2.11,155.95
2021,7,21,9,782.77,41.77,1.35,118.77
2021,7,21,10,895.12,43.32,1.48,71.22
2021,7,21,11,901.31,44.52,2.02,57.54
2021,7,21,12,899.2,45.15,2.2,53.24
2021,7,21,13,834.66,45.27,2.05,46.6
2021,7,21,14,718.89,45.23,1.94,36.61
2021,7,21,15,523.49,44.8,2.04,24.89
2021,7,21,16,314.22,44.05,2.27,17.51
2021,7,21,17,145.59,42.78,1.94,15.06
2021,7,21,18,20.92,40.17,1.96,17.95
2021,7,21,19,0,39.05,2,24.66
2021,7,21,20,0,38.44,1.79,37.79
2021,7,21,21,0,37.83,1.53,66.2
2021,7,21,22,0,36.65,1.65,111.87
2021,7,21,23,0,35.16,2.09,146.01
2021,7,22,0,0,34.11,2.47,168.27
2021,7,22,1,0,33.48,2.74,184.78
2021,7,22,2,0,32.91,2.89,198.94
2021,7,22,3,0,32.39,2.98,211.16
2021,7,22,4,0,31.92,2.96,222.6
2021,7,22,5,17.83,31.85,2.83,234.17
2021,7,22,6,126.41,34.31,3.23,247.55
2021,7,22,7,313.3,37.01,2.47,272.41
2021,7,22,8,541,40.87,2.24,351.04
2021,7,22,9,736.42,43.23,4.06,28.73
2021,7,22,10,869.09,44.87,5.18,46.22
2021,7,22,11,926.42,45.88,5.57,55.24
2021,7,22,12,901.94,46.23,5.76,58.5
2021,7,22,13,775.02,45.91,5.77,56.04
2021,7,22,14,631.2,45.58,5.79,50.47
2021,7,22,15,448.73,45.08,5.94,45.09
2021,7,22,16,252.45,44.4,6.1,43.73
2021,7,22,17,105.96,43.24,5.41,48.02
2021,7,22,18,17.86,40.94,4.37,53.62
2021,7,22,19,0,39.82,4.98,56.77
2021,7,22,20,0,38.96,4.97,60.27
2021,7,22,21,0,37.94,4.16,62.76
2021,7,22,22,0,36.73,3.28,58.85
2021,7,22,23,0,35.75,3.15,43.08
2021,7,23,0,0,34.73,3.17,28.36
2021,7,23,1,0,33.76,3.01,21.08
2021,7,23,2,0,32.95,2.85,17.05
2021,7,23,3,0,32.39,2.78,12.6
2021,7,23,4,0,31.85,2.78,8.37
2021,7,23,5,19.81,31.74,2.7,3.28
2021,7,23,6,159.7,33.61,4.24,359.83
2021,7,23,7,359.14,35.76,4.49,0.17
2021,7,23,8,582.38,39.98,5.73,6.2
2021,7,23,9,772.6,42.37,6.5,6.8
2021,7,23,10,896.21,43.98,7.14,6.34
2021,7,23,11,901.02,45.1,7.68,5.64
2021,7,23,12,910.22,45.66,7.9,5.64
2021,7,23,13,762.38,45.86,7.81,5.19
2021,7,23,14,703.02,45.71,7.71,4.35
2021,7,23,15,525.9,45.19,7.64,5.33
2021,7,23,16,327.25,44.24,7.51,8.44
2021,7,23,17,152.79,42.76,6.45,13.73
2021,7,23,18,20.97,39.27,4.31,18.71
2021,7,23,19,0,37.61,4.62,21.94
2021,7,23,20,0,36.76,5.14,26.1
2021,7,23,21,0,35.87,5.48,31.17
2021,7,23,22,0,34.9,5.35,36.71
2021,7,23,23,0,33.9,4.87,41.96
2021,7,24,0,0,32.9,4.17,47.37
2021,7,24,1,0,32,3.59,52.46
2021,7,24,2,0,31.28,3.25,57.16
2021,7,24,3,0,30.75,3.05,62.14
2021,7,24,4,0,30.34,2.85,67.5
2021,7,24,5,20.62,30.52,2.57,73.33
2021,7,24,6,154.52,33.58,2.55,76.08
2021,7,24,7,362.59,36.21,2.79,74.51
2021,7,24,8,581.89,40.45,3.39,44.58
2021,7,24,9,773.88,42.64,3.73,30.23
2021,7,24,10,901.49,43.94,4.09,24.34
2021,7,24,11,975.34,44.85,4.53,21.71
2021,7,24,12,976.9,45.38,5.02,24.39
2021,7,24,13,926.88,45.54,5.48,30.36
2021,7,24,14,802.23,45.31,5.87,35.16
2021,7,24,15,607.27,44.73,6.17,38.11
2021,7,24,16,378.05,43.78,6.29,40.08
2021,7,24,17,163.34,42.32,5.63,43.28
2021,7,24,18,21.45,38.68,3.59,48.47
2021,7,24,19,0,36.81,3.61,55.01
2021,7,24,20,0,35.65,3.55,61.54
2021,7,24,21,0,34.55,3.44,66.43
2021,7,24,22,0,33.51,3.33,67.82
2021,7,24,23,0,32.58,3.28,66.36
2021,7,25,0,0,31.76,3.19,67.78
2021,7,25,1,0,31.07,3,74.01
2021,7,25,2,0,30.58,2.76,84.82
2021,7,25,3,0,30.31,2.51,97.7
2021,7,25,4,0,30.32,2.26,106.53
2021,7,25,5,20.46,30.58,2.02,110.06
2021,7,25,6,159.75,32.97,1.87,103.79
2021,7,25,7,375.02,35.61,2.32,81.11
2021,7,25,8,596.62,39.9,6.09,63.41
2021,7,25,9,790.16,41.79,7.32,59.48
2021,7,25,10,911.84,43.14,7.8,55.14
2021,7,25,11,940.91,44.13,8.14,51.39
2021,7,25,12,931.87,44.73,8.42,48.85
2021,7,25,13,872.87,44.99,8.48,46.4
2021,7,25,14,758.66,44.83,8.4,43.46
2021,7,25,15,562.6,44.3,8.22,40.53
2021,7,25,16,335.57,43.35,7.89,38.24
2021,7,25,17,148.05,41.91,6.58,37.95
2021,7,25,18,20.21,38.28,3.86,40.61
2021,7,25,19,0,36.23,3.49,43.26
2021,7,25,20,0,35.01,3.34,45.19
2021,7,25,21,0,33.98,3.23,46.46
2021,7,25,22,0,33.04,3.11,47.91
2021,7,25,23,0,32.2,3,49
2021,7,26,0,0,31.51,2.86,50.04
2021,7,26,1,0,30.99,2.73,49
2021,7,26,2,0,30.51,2.66,44.72
2021,7,26,3,0,30.06,2.64,38.8
2021,7,26,4,0,29.58,2.71,33.16
2021,7,26,5,18.52,29.48,2.79,30.41
2021,7,26,6,142.48,32.54,3.66,31.95
2021,7,26,7,328.56,35.27,4.08,31.2
2021,7,26,8,566.45,39.73,7.24,36.79
2021,7,26,9,781.57,42.08,8.63,30.52
2021,7,26,10,902.85,43.62,8.96,25.76
2021,7,26,11,896.77,44.81,9.23,22.68
2021,7,26,12,876.08,45.6,9.46,19.73
2021,7,26,13,783.57,45.98,9.63,17.57
2021,7,26,14,690.41,45.97,9.69,16.74
2021,7,26,15,506.91,45.66,9.67,16.7
2021,7,26,16,295.3,44.88,9.46,16.46
2021,7,26,17,127.5,43.39,8.01,15.79
2021,7,26,18,18.6,40.62,5.84,14.41
2021,7,26,19,0,38.78,5.1,11.02
2021,7,26,20,0,37.73,5.1,6.5
2021,7,26,21,0,36.75,5.06,2.1
2021,7,26,22,0,35.65,4.93,358.36
2021,7,26,23,0,34.6,4.91,355.8
2021,7,27,0,0,33.53,4.66,352.78
2021,7,27,1,0,32.66,4.56,349.47
2021,7,27,2,0,32.05,4.73,348.04
2021,7,27,3,0,31.58,4.97,348.78
2021,7,27,4,0,31.26,5.26,351.04
2021,7,27,5,19.84,31.23,5.42,352.22
2021,7,27,6,169.2,33.05,6.54,354.52
2021,7,27,7,395.47,35.87,6.64,2.29
2021,7,27,8,618.17,39.99,9.9,16.94
2021,7,27,9,808.73,42.76,10.46,18.57
2021,7,27,10,929.09,44.68,9.82,16.89
2021,7,27,11,984.03,45.97,9.19,14.94
2021,7,27,12,981.1,46.7,8.67,11.4
2021,7,27,13,924.48,46.98,8.56,9.02
2021,7,27,14,787.17,46.86,8.69,7.95
2021,7,27,15,572.41,46.36,8.82,7.42
2021,7,27,16,331.52,45.42,8.71,6.61
2021,7,27,17,138.88,43.64,6.84,4.13
2021,7,27,18,18.95,39.82,4.37,359.34
2021,7,27,19,0,38.13,4.27,354.52
2021,7,27,20,0,37.39,4.66,349.75
2021,7,27,21,0,36.66,5.17,346.55
2021,7,27,22,0,35.83,5.43,343.05
2021,7,27,23,0,35.02,5.77,338.32
2021,7,28,0,0,34.49,6.58,336.73
2021,7,28,1,0,34.21,7.19,340.5
2021,7,28,2,0,33.77,7.04,343.01
2021,7,28,3,0,32.94,6.54,345.74
2021,7,28,4,0,31.98,6.03,348.85
2021,7,28,5,19.23,31.4,5.75,353.07
2021,7,28,6,177.35,32.97,6.68,357
2021,7,28,7,392.7,35.84,7,3.39
2021,7,28,8,611.98,39.8,10.07,17.97
2021,7,28,9,799.9,42.49,11.19,23.93
2021,7,28,10,919.85,44.33,10.73,24.43
2021,7,28,11,961.5,45.59,10.11,20.89
2021,7,28,12,953.59,46.26,9.63,16.13
2021,7,28,13,897.46,46.44,9.36,11.79
2021,7,28,14,765.27,46.24,9.16,8.9
2021,7,28,15,555.24,45.66,8.78,7.08
2021,7,28,16,333.63,44.69,8.18,5.27
2021,7,28,17,143.9,43,6.24,3.44
2021,7,28,18,19.05,39.27,4.17,2.25
2021,7,28,19,0,37.69,4.46,2.5
2021,7,28,20,0,36.87,4.86,4.07
2021,7,28,21,0,36.33,5.44,7.67
2021,7,28,22,0,35.59,5.52,12
2021,7,28,23,0,34.69,5.32,15.78
2021,7,29,0,0,33.74,4.95,19.83
2021,7,29,1,0,32.8,4.51,23.25
2021,7,29,2,0,31.92,4.03,25.52
2021,7,29,3,0,31.14,3.65,26.51
2021,7,29,4,0,30.49,3.4,27.57
2021,7,29,5,18.05,30.42,3.12,30.63
2021,7,29,6,157.94,32.88,4.18,34.97
2021,7,29,7,375.74,35.01,4.15,40.17
2021,7,29,8,594.45,38.47,5.67,38.68
2021,7,29,9,780.05,40.48,5.07,34.28
2021,7,29,10,914.15,41.96,4.2,24.99
2021,7,29,11,956.6,42.82,3.66,10.77
2021,7,29,12,956.59,43.23,3.48,357.87
2021,7,29,13,921.73,43.55,3.46,350.4
2021,7,29,14,804.57,43.81,3.61,345.2
2021,7,29,15,618.75,43.57,3.83,342.76
2021,7,29,16,399.8,42.88,4.06,343.29
2021,7,29,17,177.46,41.37,3,352.3
2021,7,29,18,20.34,37.62,2.73,9.02
2021,7,29,19,0,35.87,2.92,22.37
2021,7,29,20,0,34.76,2.92,36.25
2021,7,29,21,0,33.76,2.89,50.39
2021,7,29,22,0,32.82,2.85,59.62
2021,7,29,23,0,31.92,2.74,62.07
2021,7,30,0,0,31.14,2.63,65.01
2021,7,30,1,0,30.54,2.52,69.72
2021,7,30,2,0,30.02,2.38,73.06
2021,7,30,3,0,29.61,2.23,76.31
2021,7,30,4,0,29.26,2.07,79.35
2021,7,30,5,18.03,29.12,1.92,84.02
2021,7,30,6,156.82,31.34,1.77,85.42
2021,7,30,7,374.05,33.92,1.78,78.09
2021,7,30,8,598.55,38.49,2.41,69.04
2021,7,30,9,792.87,40.64,1.89,69.81
2021,7,30,10,916.42,42.01,1.12,74.74
2021,7,30,11,964.42,43.01,0.33,23.96
2021,7,30,12,964.96,43.83,0.64,272.92
2021,7,30,13,918.69,44.37,1.08,275.93
2021,7,30,14,793.7,44.51,1.45,283.34
2021,7,30,15,599.93,44.27,1.82,293.63
2021,7,30,16,376.73,43.58,2.18,303.85
2021,7,30,17,162.23,42.19,2.04,318.75
2021,7,30,18,19.12,38.6,2.26,338.94
2021,7,30,19,0,36.74,2.85,350.22
2021,7,30,20,0,35.54,3.28,357.12
2021,7,30,21,0,34.47,3.53,2.79
2021,7,30,22,0,33.33,3.57,8.77
2021,7,30,23,0,32.47,3.41,16.24
2021,7,31,0,0,31.69,3.18,27.06
2021,7,31,1,0,30.95,3.05,38.19
2021,7,31,2,0,30.26,2.99,44.95
2021,7,31,3,0,29.61,2.9,44.84
2021,7,31,4,0,28.93,2.77,39.1
2021,7,31,5,18.28,28.6,2.57,30.99
2021,7,31,6,168.75,30.68,3.59,23.28
2021,7,31,7,394.17,32.92,3.7,20.74
2021,7,31,8,621.45,37.41,4.39,33.97
2021,7,31,9,814.43,40.94,4.75,42.21
2021,7,31,10,939.88,42.6,4.48,45.93
2021,7,31,11,985.2,43.73,4,45
2021,7,31,12,988.85,44.4,3.33,41.44
2021,7,31,13,937.68,44.63,2.69,32.89
2021,7,31,14,816.38,44.52,2.33,15.01
2021,7,31,15,626.33,44.01,2.31,353.84
2021,7,31,16,401.01,43.15,2.47,341.51
2021,7,31,17,176.48,41.56,2.1,341.13
2021,7,31,18,19.32,37.85,2.34,354.42
2021,7,31,19,0,36.05,2.69,7.97
2021,7,31,20,0,34.86,2.85,19.84
2021,7,31,21,0,33.8,2.95,30.56
2021,7,31,22,0,32.85,2.96,40.66
2021,7,31,23,0,31.91,2.94,51.54
2021,8,1,0,0,30.98,3,61.9
2021,8,1,1,0,30.12,3.1,71.59
2021,8,1,2,0,29.39,3.11,80.77
2021,8,1,3,0,28.76,2.83,87
2021,8,1,4,0,28.57,2.02,90.14
2021,8,1,5,18.18,29.4,0.57,82.26
2021,8,1,6,169.52,30.54,1.42,286.56
2021,8,1,7,396.48,32.89,2.4,286.61
2021,8,1,8,621.16,37.2,1.13,332.96
2021,8,1,9,811.19,40.55,1.03,45.58
2021,8,1,10,902.01,42.11,1.24,27.55
2021,8,1,11,945.51,43.12,1.33,3.96
2021,8,1,12,946.78,43.8,1.48,344.1
2021,8,1,13,899.38,44.21,1.81,328.05
2021,8,1,14,771.28,44.22,2.24,316.91
2021,8,1,15,575.87,43.86,2.6,310.79
2021,8,1,16,351.62,43.12,2.79,310.25
2021,8,1,17,152.76,41.57,2.21,318.86
2021,8,1,18,17.48,38.17,2,341.29
2021,8,1,19,0,36.44,2.31,0.63
2021,8,1,20,0,34.82,2.7,11.78
2021,8,1,21,0,33.4,3,16.08
2021,8,1,22,0,32.15,3.19,15.55
2021,8,1,23,0,31.08,3.31,13.41
2021,8,2,0,0,30.19,3.38,9.62
2021,8,2,1,0,29.36,3.41,4.86
2021,8,2,2,0,28.55,3.44,359.74
2021,8,2,3,0,27.77,3.44,356.8
2021,8,2,4,0,27.02,3.37,356.09
2021,8,2,5,17.45,26.73,3.23,357.42
2021,8,2,6,166.62,29.34,4.4,358.1
2021,8,2,7,391.45,31.83,3.92,355.9
2021,8,2,8,621.91,36.45,3.69,356.01
2021,8,2,9,816.17,41.14,3.94,1.35
2021,8,2,10,944.48,42.65,3.43,354.01
2021,8,2,11,1000.64,43.59,3.27,342.63
2021,8,2,12,999.52,44.14,3.39,335.64
2021,8,2,13,950.87,44.33,3.43,331.58
2021,8,2,14,817.27,44.21,3.58,329.96
2021,8,2,15,619.38,43.73,3.81,331.31
2021,8,2,16,389.95,42.86,4.09,335.28
2021,8,2,17,165.45,40.9,3.39,342.55
2021,8,2,18,17.58,36.33,3.34,348.03
2021,8,2,19,0,34.44,3.66,350.92
2021,8,2,20,0,33.17,3.73,353.61
2021,8,2,21,0,31.97,3.69,355.34
2021,8,2,22,0,30.86,3.56,355.08
2021,8,2,23,0,29.89,3.4,352.91
2021,8,3,0,0,29.11,3.32,353.17
2021,8,3,1,0,28.47,3.33,356.44
2021,8,3,2,0,27.9,3.34,0.3
2021,8,3,3,0,27.39,3.34,4.59
2021,8,3,4,0,26.94,3.34,8.89
2021,8,3,5,16.51,26.96,3.28,13.21
2021,8,3,6,159.55,30.55,3.42,15.24
2021,8,3,7,368.33,33.58,3.68,14.12
2021,8,3,8,587.31,37.92,3.29,5.81
2021,8,3,9,754.77,41.61,3.17,346
2021,8,3,10,913.55,42.69,2.75,329.38
2021,8,3,11,942.07,43.4,2.62,313.27
2021,8,3,12,961.96,43.89,2.76,305.57
2021,8,3,13,908.43,44.15,2.91,307.39
2021,8,3,14,779.75,44.08,3.06,313.06
2021,8,3,15,587.56,43.69,3.19,319.98
2021,8,3,16,363.61,42.89,3.27,328.52
2021,8,3,17,156.12,40.95,2.45,341.34
2021,8,3,18,16.6,36.8,2.49,357.45
2021,8,3,19,0,34.97,2.78,9.32
2021,8,3,20,0,33.62,2.97,15.23
2021,8,3,21,0,32.36,3.05,18.24
2021,8,3,22,0,31.22,2.96,18.89
2021,8,3,23,0,30.37,2.72,17.26
2021,8,4,0,0,29.99,2.42,14.98
2021,8,4,1,0,29.87,2.16,10.43
2021,8,4,2,0,29.59,2.04,3.22
2021,8,4,3,0,29.15,2.05,357.23
2021,8,4,4,0,28.68,2.12,354.06
2021,8,4,5,16.88,28.37,2.19,352.84
2021,8,4,6,169.95,30.65,2.16,351.46
2021,8,4,7,397.7,33.5,2.75,350.42
2021,8,4,8,627.34,37.9,3.22,357.48
2021,8,4,9,818.28,41.76,4.01,356.61
2021,8,4,10,947.06,43.02,3.99,351.72
2021,8,4,11,983.39,43.8,3.94,344.23
2021,8,4,12,974.19,44.26,4.02,337.13
2021,8,4,13,907.46,44.49,4.19,332.27
2021,8,4,14,759.67,44.4,4.44,329.47
2021,8,4,15,567.7,43.98,4.82,329.21
2021,8,4,16,345.5,43.13,5.28,331.7
2021,8,4,17,151.48,41.3,4.55,338.74
2021,8,4,18,15.55,37.06,3.75,346.41
2021,8,4,19,0,35.36,4.03,351.88
2021,8,4,20,0,34.25,4.05,355.64
2021,8,4,21,0,33.22,3.91,357.44
2021,8,4,22,0,32.26,3.79,358.01
2021,8,4,23,0,31.36,3.77,356.82
2021,8,5,0,0,30.46,3.8,355
2021,8,5,1,0,29.52,3.77,355.12
2021,8,5,2,0,28.62,3.63,357.73
2021,8,5,3,0,27.99,3.47,0.45
2021,8,5,4,0,27.49,3.34,1.72
2021,8,5,5,16.54,27.33,3.09,358.8
2021,8,5,6,168.98,30.27,3.42,349.34
2021,8,5,7,397.01,32.65,3.68,335.92
2021,8,5,8,624.73,37.01,3.84,333.25
2021,8,5,9,812.91,40.99,4.23,332.91
2021,8,5,10,937.8,42.4,4.28,324.1
2021,8,5,11,1002.35,43.32,4.54,317
2021,8,5,12,1000.89,43.9,4.84,311.82
2021,8,5,13,952.03,44.18,5.27,308.46
2021,8,5,14,826.66,44.08,5.88,306.9
2021,8,5,15,640.8,43.55,6.5,306.96
2021,8,5,16,413.25,42.58,6.85,309.24
2021,8,5,17,181.12,40.85,5.67,315.32
2021,8,5,18,16.89,36.94,3.84,323.94
2021,8,5,19,0,35.28,3.85,331.44
2021,8,5,20,0,34.35,3.69,337.08
2021,8,5,21,0,33.31,3.46,338.37
2021,8,5,22,0,32.33,3.28,333.92
2021,8,5,23,0,31.28,3.24,325.98
2021,8,6,0,0,30.31,3.33,320.78
2021,8,6,1,0,29.52,3.42,320.27
2021,8,6,2,0,28.85,3.48,322.22
2021,8,6,3,0,28.26,3.53,324.98
2021,8,6,4,0,27.74,3.61,327.49
2021,8,6,5,16.24,27.62,3.74,328.97
2021,8,6,6,174,30.23,5.32,330.87
2021,8,6,7,401.26,32.9,5.24,333.03
2021,8,6,8,613.01,37.69,5.57,338.52
2021,8,6,9,785.41,41.14,6.03,338.36
2021,8,6,10,919.62,42.58,5.69,332.29
2021,8,6,11,933.57,43.48,5.37,325.13
2021,8,6,12,948.66,43.98,5.11,319.72
2021,8,6,13,880.56,44.08,5.03,314.89
2021,8,6,14,754.04,43.92,5.18,311.94
2021,8,6,15,539.55,43.62,5.49,311.4
2021,8,6,16,326.09,42.76,5.8,313.58
2021,8,6,17,142.6,41.28,4.97,320.44
2021,8,6,18,14.16,37.44,3.83,330.99
2021,8,6,19,0,35.7,4.25,341.66
2021,8,6,20,0,34.45,4.27,352.16
2021,8,6,21,0,33.29,4.01,0.54
2021,8,6,22,0,32.26,3.75,5.69
2021,8,6,23,0,31.38,3.58,7.89
2021,8,7,0,0,30.62,3.44,9.44
2021,8,7,1,0,30.05,3.31,11.22
2021,8,7,2,0,29.5,3.21,12.63
2021,8,7,3,0,28.94,3.14,13.05
2021,8,7,4,0,28.35,3.07,12.35
2021,8,7,5,14.7,28.05,2.94,10.67
2021,8,7,6,150.18,30.96,2.79,6.23
2021,8,7,7,367.95,33.61,3.05,358.37
2021,8,7,8,595.73,37.66,2.88,4.81
2021,8,7,9,784.3,41.67,3.44,14.83
2021,8,7,10,911.68,43.05,3.24,10.67
2021,8,7,11,986.32,43.96,3.16,4.75
2021,8,7,12,966.07,44.53,3.06,357.2
2021,8,7,13,916.89,44.75,3.16,348.48
2021,8,7,14,764.62,44.61,3.47,343.6
2021,8,7,15,602.41,44.11,3.85,343.45
2021,8,7,16,382.49,43.19,4.2,346.5
2021,8,7,17,161.86,41.48,3.5,353.13
2021,8,7,18,14.41,37.85,3.09,4.04
2021,8,7,19,0,36.4,3.43,12.62
2021,8,7,20,0,35.37,3.54,18.43
2021,8,7,21,0,34.35,3.52,22.24
2021,8,7,22,0,33.61,3.43,25.05
2021,8,7,23,0,32.75,3.39,28.24
2021,8,8,0,0,31.69,3.26,33.76
2021,8,8,1,0,30.62,3.13,41.17
2021,8,8,2,0,29.86,3.04,48.31
2021,8,8,3,0,29.32,2.97,54
2021,8,8,4,0,28.94,2.93,58.07
2021,8,8,5,13.91,28.89,2.86,60.41
2021,8,8,6,153.2,31.55,3.2,59.11
2021,8,8,7,360.77,34.08,3.97,55.92
2021,8,8,8,584.38,38.38,5.32,62.07
2021,8,8,9,769.53,41.2,6.32,66.36
2021,8,8,10,900.17,42.62,6.37,66.89
2021,8,8,11,933.44,43.57,6.34,64.8
2021,8,8,12,935.04,44.15,6.25,61.71
2021,8,8,13,857.17,44.4,6.09,57.17
2021,8,8,14,719.95,44.24,5.92,52.1
2021,8,8,15,520.34,43.69,5.72,47.71
2021,8,8,16,299.37,42.76,5.47,44.69
2021,8,8,17,128.84,40.83,3.93,44.85
2021,8,8,18,12.6,37.12,3.4,46.52
2021,8,8,19,0,35.7,3.65,47.73
2021,8,8,20,0,34.73,3.73,49.35
2021,8,8,21,0,33.75,3.74,52.59
2021,8,8,22,0,32.72,3.72,58.23
2021,8,8,23,0,31.65,3.71,63.46
2021,8,9,0,0,30.65,3.58,67.57
2021,8,9,1,0,29.9,3.41,70.01
2021,8,9,2,0,29.33,3.32,70.01
2021,8,9,3,0,28.89,3.3,68.3
2021,8,9,4,0,28.44,3.31,66.2
2021,8,9,5,13.69,28.26,3.26,64.39
2021,8,9,6,147.82,30.83,4.04,63.11
2021,8,9,7,363.23,33.53,4.52,62.43
2021,8,9,8,594.52,37.85,5.13,60.14
2021,8,9,9,786.03,40.89,5.81,54.63
2021,8,9,10,920.92,42.34,5.66,46.42
2021,8,9,11,981.91,43.32,5.6,35.27
2021,8,9,12,984.2,43.88,5.76,24.25
2021,8,9,13,930.63,44.11,6.16,18.69
2021,8,9,14,795.71,43.98,6.51,16.91
2021,8,9,15,602.28,43.44,6.74,16.72
2021,8,9,16,368.96,42.51,6.76,17.69
2021,8,9,17,147.42,40.7,5.18,21.27
2021,8,9,18,12.65,36.51,3.61,27.65
2021,8,9,19,0,34.83,3.62,34.86
2021,8,9,20,0,33.69,3.55,41.91
2021,8,9,21,0,32.65,3.46,47.6
2021,8,9,22,0,31.63,3.38,51.28
2021,8,9,23,0,30.69,3.31,53.75
2021,8,10,0,0,29.83,3.25,55.73
2021,8,10,1,0,29.02,3.19,57.48
2021,8,10,2,0,28.32,3.15,59.56
2021,8,10,3,0,27.71,3.1,61.05
2021,8,10,4,0,27.24,3.06,60.88
2021,8,10,5,13.77,27.08,3,59.05
2021,8,10,6,159.27,30.17,3.21,58.49
2021,8,10,7,385.5,33.14,4.08,59.17
2021,8,10,8,618.54,37.6,4.72,54.55
2021,8,10,9,810.03,40.99,5.39,50.42
2021,8,10,10,939.36,42.16,5.08,49.95
2021,8,10,11,979.4,42.99,4.83,47.85
2021,8,10,12,978.41,43.51,4.77,45.06
2021,8,10,13,928.37,43.76,4.86,42.31
2021,8,10,14,788.51,43.65,5.03,39.99
2021,8,10,15,593.41,43.14,5.22,38.95
2021,8,10,16,360.76,42.19,5.32,39.62
2021,8,10,17,143.27,40.2,4.04,45.52
2021,8,10,18,12.09,35.9,3.3,56.82
2021,8,10,19,0,34.31,3.46,68.29
2021,8,10,20,0,33.3,3.47,79.53
2021,8,10,21,0,32.41,3.43,89.5
2021,8,10,22,0,31.64,3.37,97.03
2021,8,10,23,0,30.96,3.29,100.57
2021,8,11,0,0,30.33,3.25,102.05
2021,8,11,1,0,29.73,3.24,102.32
2021,8,11,2,0,29.19,3.27,102.26
2021,8,11,3,0,28.69,3.33,102.78
2021,8,11,4,0,28.24,3.42,103.95
2021,8,11,5,13.51,28.05,3.47,105.45
2021,8,11,6,158.16,31.1,3.56,104.68
2021,8,11,7,386.29,34.23,4.72,102.37
2021,8,11,8,620.45,38.16,5.21,95.52
2021,8,11,9,812.32,40.94,5.8,89.09
2021,8,11,10,946.02,42.32,5.58,87.13
2021,8,11,11,979.56,43.33,5.26,85.44
2021,8,11,12,977.91,43.95,4.96,83.12
2021,8,11,13,926.03,44.22,4.76,80.62
2021,8,11,14,784.29,44.08,4.61,77.74
2021,8,11,15,587.95,43.58,4.47,75.11
2021,8,11,16,357.51,42.63,4.33,73.2
2021,8,11,17,141.02,40.32,2.96,76.14
2021,8,11,18,11.41,36.18,3.2,83.11
2021,8,11,19,0,34.65,3.48,90.84
2021,8,11,20,0,33.65,3.57,99.96
2021,8,11,21,0,32.77,3.6,110.23
2021,8,11,22,0,32.01,3.61,120.87
2021,8,11,23,0,31.32,3.6,130.6
2021,8,12,0,0,30.74,3.62,139.98
2021,8,12,1,0,30.25,3.63,148.05
2021,8,12,2,0,29.8,3.63,154.1
2021,8,12,3,0,29.42,3.64,159.39
2021,8,12,4,0,29.09,3.65,165.13
2021,8,12,5,12.72,28.99,3.63,170.86
2021,8,12,6,146.46,32.05,3.29,175.69
2021,8,12,7,361.36,35.7,4.37,180.09
2021,8,12,8,592.35,39.37,3.22,174.25
2021,8,12,9,781.76,42.58,1.6,131.61
2021,8,12,10,913.56,44,1.53,59.55
2021,8,12,11,976.3,45.01,2.47,34.06
2021,8,12,12,977.98,45.57,3.18,26.27
2021,8,12,13,921.78,45.78,3.56,23.88
2021,8,12,14,785.56,45.65,3.82,23.59
2021,8,12,15,591.45,45.14,3.97,25.12
2021,8,12,16,362.55,44.23,3.98,28.94
2021,8,12,17,141.55,41.82,2.72,40.1
2021,8,12,18,11,37.8,3.08,52.18
2021,8,12,19,0,36.17,3.26,59.18
2021,8,12,20,0,34.95,3.21,64
2021,8,12,21,0,33.86,3.02,70
2021,8,12,22,0,32.96,2.77,80.99
2021,8,12,23,0,32.25,2.55,96.78
2021,8,13,0,0,31.5,2.51,116.82
2021,8,13,1,0,30.76,2.57,136.98
2021,8,13,2,0,30.39,2.52,157.06
